"","business_id","full_address","open","city","review_count","name","longitude","state","stars","latitude","type","reservations","wifi","takeout","creditCards"
"36672","kdq8IpZHw_ehrZSXLIqcOg","2 King Street N
Waterloo, ON N2J 1N9",TRUE,"Waterloo",13,"The Famous Owl Of Minerva Korean Restaurant & Bar",-80.5222854,"ON",3.5,43.4653831,"business",FALSE,"no",TRUE,TRUE
"36764","BjAzoh8ybX1i0DgeCQmtZA","663 Erb Street W
Waterloo, ON N2J 3Z4",TRUE,"Waterloo",4,"Dutchie's Fresh Market",-80.5706208,"ON",3.5,43.4444541,"business",FALSE,"no",FALSE,TRUE
"36774","rf63Be15GKo8Xa1pHBjsBg","2 King Street North
Unit 4/5
Waterloo, ON N2J 2W7",TRUE,"Waterloo",3,"Musha Hotpot Restaurant",-80.5222854,"ON",3,43.4653831,"business",FALSE,"free",FALSE,TRUE
"37101","6TXQe14Y5n3FPAFeVE8onQ","75 King Street S
Waterloo, ON N2J",TRUE,"Waterloo",18,"Beertown",-80.522773,"ON",3,43.4638688,"business",TRUE,"no",TRUE,TRUE
"37139","6T0XTVXm9rzx5pJXx5euyQ","140 University Avenue W
Waterloo, ON N2L",FALSE,"Waterloo",4,"Happy Valley's Congee & Bar",-80.534474418001,"ON",3.5,43.472881,"business",TRUE,"free",FALSE,TRUE
"37649","uVNhjZbAjraiidicvedEnQ","170 University Avenue W
Unit 37
Waterloo, ON N2L 3E9",TRUE,"Waterloo",13,"Waterloo Sogo Restaurant",-80.5363082885742,"ON",3.5,43.4748473006483,"business",FALSE,"no",TRUE,FALSE
"38149","EkhrRWzevfFJc8Pm2dVPEA","140 University Avenue W
Waterloo, ON N2L 3W6",TRUE,"Waterloo",9,"Mr. Sushi",-80.534037,"ON",1.5,43.472948,"business",FALSE,"no",TRUE,TRUE
"38712","uDnk7KIvTdGbFwlnKj3zyg","253 King St North
Waterloo, ON N2J 2Y8",TRUE,"Waterloo",3,"Shoeless Joe's Sports Grill",-80.5254781991243,"ON",3.5,43.4766992871074,"business",TRUE,"no",FALSE,TRUE
"38871","V0-zOhvwpPxU4u7aVqSG0w","65 University Avenue E
Waterloo, ON N2J 2V9",TRUE,"Waterloo",3,"WingsUp!",-80.520759,"ON",4.5,43.4768671,"business",FALSE,"no",TRUE,TRUE
"39168","v5xwwjS89KjOREvZdOUoPg","253 King Street N
Waterloo, ON N2J 2Y8",TRUE,"Waterloo",9,"itamae AYCE Sushi",-80.5252519,"ON",3,43.4766504,"business",TRUE,"no",TRUE,TRUE
"39260","iZ3mPsUct87y-yBGm_8CrQ","8 Erb Street W
Waterloo, ON N2L 1S7",TRUE,"Waterloo",24,"Taco Farm",-80.5228558,"ON",4,43.4652318,"business",TRUE,"no",TRUE,TRUE
"39755","nDqeydIBH7I2BMuE_dxk-g","255 King Street N
Waterloo, ON N2J 4V2",TRUE,"Waterloo",4,"Big Tex's Burgers & BBQ",-80.5254079,"ON",4.5,43.4777702,"business",FALSE,"no",TRUE,TRUE
"39757","5rey-XaWik7SohVUzbfh3g","65 University Avenue E
Waterloo, ON N2J 2V9",TRUE,"Waterloo",4,"Crabby Joes Tap & Grill",-80.5204039869182,"ON",2.5,43.4775331384551,"business",FALSE,"no",FALSE,FALSE
"40193","_7rYRHy6Jfmk7yIkjooaEg","220 King Street N
Waterloo, ON N2J 4Z4",TRUE,"Waterloo",5,"Noon Moment",-80.5234931452275,"ON",4,43.4752138264218,"business",FALSE,"free",TRUE,TRUE
"40202","lmPFH4eyowWiX5Q1ttf7gw","14 King St N
Waterloo, ON N2J 2W9",TRUE,"Waterloo",7,"Hot Wheels Tea House",-80.5222931,"ON",4,43.4655952,"business",FALSE,"free",TRUE,FALSE
"40785","HNDzbJopEXjGn78LAKOhSA","140 University Avenue W
Waterloo, ON N2L 3W6",TRUE,"Waterloo",10,"Kenzo Japanese Noodles House",-80.5353705212474,"ON",3,43.4729794423135,"business",FALSE,"no",TRUE,TRUE
"41372","H2AhZbhQ9CJ66MjzpSh-1g","15 King Street S
Waterloo, ON N2J 1N9",TRUE,"Waterloo",6,"Famoso Neapolitan Pizzeria",-80.5223045,"ON",3,43.4646939,"business",TRUE,"free",TRUE,TRUE
"41667","bnWEP4mB1npXjgVNa5-9Ug","396 King Street N
Waterloo, ON N2J 2Z3",TRUE,"Waterloo",11,"Busan Korean BBQ",-80.5265643,"ON",3,43.4841189,"business",TRUE,"no",FALSE,TRUE
"41673","cXpMb3aCwMUsWikcXL7qJQ","150 University Avenue W
Waterloo, ON N2L 6J3",TRUE,"Waterloo",12,"Grace and Healthy Premium Dumplings",-80.5361590906978,"ON",4.5,43.4725838197356,"business",FALSE,"no",TRUE,TRUE
"42067","lmmDRNJZ2nq2Wxfkmmy7Jg","220 King Street N
Waterloo, ON N2J 4V7",TRUE,"Waterloo",6,"Sorena Kebab House",-80.5245553,"ON",4,43.4750114,"business",FALSE,"free",FALSE,TRUE
"42128","F8ZrWvngdHYnKrALwZAdBw","255 King Street N
Waterloo, ON N2J",TRUE,"Waterloo",6,"Chatime",-80.5254986509681,"ON",4,43.477273946091,"business",FALSE,"free",TRUE,TRUE
